Created on 11-22-2020,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1604275200.0,2020-11-02,BTCUSD,13768.69,13842.91,13237.7,13576.98,500.4,6791354.63
1604188800.0,2020-11-01,BTCUSD,13810.8,13903.82,13636.74,13768.69,288.26,3968331.47
1604102400.0,2020-10-31,BTCUSD,13568.23,14060,13435.48,13810.8,595.28,8202170.79
1604016000.0,2020-10-30,BTCUSD,13464.79,13675.45,13140,13568.23,548.95,7381745.58
1603929600.0,2020-10-29,BTCUSD,13285.8,13648.66,13000,13464.79,613.29,8199268.73
1603843200.0,2020-10-28,BTCUSD,13655.79,13850.52,12900,13285.8,729.49,9746893.43
1603756800.0,2020-10-27,BTCUSD,13078.94,13786.86,13069.02,13655.79,736.12,9931292.7
1603670400.0,2020-10-26,BTCUSD,13045.83,13247.99,12793.66,13078.94,601.98,7841176.7
1603584000.0,2020-10-25,BTCUSD,13132.96,13359.2,12890,13045.83,504.83,6623402.56
1603497600.0,2020-10-24,BTCUSD,12944.59,13172.3,12892.6,13132.96,344.33,4496848.94
1603411200.0,2020-10-23,BTCUSD,12987.34,13031.99,12737.27,12944.59,477.81,6171238.77
1603324800.0,2020-10-22,BTCUSD,12813.98,13199,12702.6,12987.34,844.39,10928148.92
1603238400.0,2020-10-21,BTCUSD,11926.06,13250.99,11906.02,12813.98,1655.08,20969750.3
1603152000.0,2020-10-20,BTCUSD,11759.02,12053.51,11687.68,11926.06,631.66,7506451.67
1603065600.0,2020-10-19,BTCUSD,11514.87,11835.78,11417.04,11759.02,521.4,6084070.76
1602979200.0,2020-10-18,BTCUSD,11370.94,11519.32,11357.96,11514.87,215.81,2470308.01
1602892800.0,2020-10-17,BTCUSD,11328.55,11408.22,11273.94,11370.94,207.93,2358210.74
1602806400.0,2020-10-16,BTCUSD,11510,11551.18,11169.74,11328.55,604.44,6850168.45
1602720000.0,2020-10-15,BTCUSD,11431.54,11615.87,11272.28,11510,534.75,6117453.32
1602633600.0,2020-10-14,BTCUSD,11429.26,11557.87,11296.21,11431.54,411.13,4687654.53
1602547200.0,2020-10-13,BTCUSD,11542.13,11565.05,11315.88,11429.26,602.33,6894004.7
1602460800.0,2020-10-12,BTCUSD,11370.79,11724,11200,11542.13,731.05,8387376.6
1602374400.0,2020-10-11,BTCUSD,11305.49,11442.99,11246.51,11370.79,436.76,4966666.29
1602288000.0,2020-10-10,BTCUSD,11064.29,11481,11061.43,11305.49,709.62,8036930.71
1602201600.0,2020-10-09,BTCUSD,10922.82,11109.32,10829.41,11064.29,589.59,6494975.78
1602115200.0,2020-10-08,BTCUSD,10680.18,10957.81,10540.99,10922.82,688.21,7440933.57
1602028800.0,2020-10-07,BTCUSD,10603,10700,10556.7,10680.18,418.48,4448758.76
1601942400.0,2020-10-06,BTCUSD,10796.53,10806.51,10528.06,10603,559.05,5958828.62
1601856000.0,2020-10-05,BTCUSD,10680.3,10800,10625.12,10796.53,472.95,5070171.87
1601769600.0,2020-10-04,BTCUSD,10552.76,10699.89,10527.52,10680.3,227.33,2413976.59
1601683200.0,2020-10-03,BTCUSD,10576.8,10600.61,10504.91,10552.76,211.76,2235263.65
1601596800.0,2020-10-02,BTCUSD,10623.03,10662.05,10385.53,10576.8,693.62,7299429.75
1601510400.0,2020-10-01,BTCUSD,10783.33,10935.61,10446.83,10623.03,797.3,8516402.97
1601424000.0,2020-09-30,BTCUSD,10843.79,10851.07,10664.88,10783.33,452.42,4863321.52
1601337600.0,2020-09-29,BTCUSD,10698.68,10864.78,10639.17,10843.79,577.21,6197494.29
1601251200.0,2020-09-28,BTCUSD,10779.85,10953.49,10640.32,10698.68,645.87,7016326.71
1601164800.0,2020-09-27,BTCUSD,10735.73,10804.51,10598.41,10779.85,365.97,3918937.04
1601078400.0,2020-09-26,BTCUSD,10694,10845.02,10660.37,10735.73,290.59,3117551.79
1600992000.0,2020-09-25,BTCUSD,10743.42,10763.33,10560.75,10694,777.94,8301094.28
1600905600.0,2020-09-24,BTCUSD,10239.17,10794.13,10205,10743.42,892.71,9389719.28
1600819200.0,2020-09-23,BTCUSD,10536.18,10542,10227.9,10239.17,511.54,5323044.8
1600732800.0,2020-09-22,BTCUSD,10417.17,10573.54,10363.17,10536.18,586.81,6147162.97
1600646400.0,2020-09-21,BTCUSD,10925.12,10990,10311.66,10417.17,1087.52,11510765.57
1600560000.0,2020-09-20,BTCUSD,11090.71,11090.71,10766.92,10925.12,594.81,6486592.87
1600473600.0,2020-09-19,BTCUSD,10943.87,11185.01,10895.64,11090.71,426.44,4708601.65
1600387200.0,2020-09-18,BTCUSD,10950.7,11038.08,10816,10943.87,494.82,5401535.3
1600300800.0,2020-09-17,BTCUSD,10955.64,11048.55,10751.01,10950.7,758.02,8250619.12
1600214400.0,2020-09-16,BTCUSD,10787.18,11099.23,10668.81,10955.64,863.47,9428899.84
1600128000.0,2020-09-15,BTCUSD,10683.61,10936.48,10615.36,10787.18,863.65,9307533.88
1600041600.0,2020-09-14,BTCUSD,10335,10756.43,10255,10683.61,774.97,8179435.38
1599955200.0,2020-09-13,BTCUSD,10450.61,10580,10210.91,10335,596.76,6192673.85
1599868800.0,2020-09-12,BTCUSD,10399.91,10480,10280.28,10450.61,367.98,3820748.86
1599782400.0,2020-09-11,BTCUSD,10353.24,10410.31,10215.65,10399.91,859.33,8852663.25
1599696000.0,2020-09-10,BTCUSD,10233.75,10490.25,10229.4,10353.24,693.24,7173607.39
1599609600.0,2020-09-09,BTCUSD,10130.24,10350.29,9985.83,10233.75,648.19,6606630.26
1599523200.0,2020-09-08,BTCUSD,10373.06,10442.71,9850,10130.24,1403.86,14123545.64
1599436800.0,2020-09-07,BTCUSD,10255.93,10407.28,9881.52,10373.06,958.24,9701504.28
1599350400.0,2020-09-06,BTCUSD,10161.98,10350,10004.81,10255.93,685.19,6986615.24
1599264000.0,2020-09-05,BTCUSD,10465.17,10571.75,9850,10161.98,1812.99,18458727.94
1599177600.0,2020-09-04,BTCUSD,10170.59,10636.27,9920,10465.17,1616.47,16733632.36
1599091200.0,2020-09-03,BTCUSD,11401.89,11474.9,10020,10170.59,1958.23,21187964.41
1599004800.0,2020-09-02,BTCUSD,11924.83,11950,11175,11401.89,1659.72,19167210.36
1598918400.0,2020-09-01,BTCUSD,11655.09,12066.19,11527.43,11924.83,869.21,10344058.02
1598832000.0,2020-08-31,BTCUSD,11720,11779,11577.79,11655.09,374.91,4384564.3
1598745600.0,2020-08-30,BTCUSD,11481.4,11720,11466.22,11720,301.2,3502190.15
1598659200.0,2020-08-29,BTCUSD,11539.15,11586.81,11423.57,11481.4,333.87,3841148.1
1598572800.0,2020-08-28,BTCUSD,11334.19,11549.97,11280.03,11539.15,523.21,5993084.96
1598486400.0,2020-08-27,BTCUSD,11469.23,11594.12,11125,11334.19,799.8,9066645.81
1598400000.0,2020-08-26,BTCUSD,11330.5,11542.72,11255.08,11469.23,598.29,6831827.5
1598313600.0,2020-08-25,BTCUSD,11760.92,11776.76,11115.55,11330.5,964.0,11004797.64
1598227200.0,2020-08-24,BTCUSD,11652.67,11828.12,11595.51,11760.92,477.83,5609061.07
1598140800.0,2020-08-23,BTCUSD,11678.61,11721.6,11529,11652.67,361.51,4206846.03
1598054400.0,2020-08-22,BTCUSD,11520.72,11693.32,11375.6,11678.61,485.22,5594380.77
1597968000.0,2020-08-21,BTCUSD,11871.2,11886,11494.35,11520.72,701.37,8212709.42
1597881600.0,2020-08-20,BTCUSD,11756.22,11896.58,11678.79,11871.2,511.3,6041125.1
1597795200.0,2020-08-19,BTCUSD,11952.74,12026.85,11410,11756.22,1115.22,13112948.47
1597708800.0,2020-08-18,BTCUSD,12295.21,12403.42,11825,11952.74,973.19,11757959.14
1597622400.0,2020-08-17,BTCUSD,11916.28,12475,11774.22,12295.21,1078.58,13100246.46
1597536000.0,2020-08-16,BTCUSD,11864.24,11940.49,11696.66,11916.28,545.48,6445520.09
1597449600.0,2020-08-15,BTCUSD,11781.26,11988.89,11693.58,11864.24,645.31,7666386.24
1597363200.0,2020-08-14,BTCUSD,11794.86,11865.88,11656.62,11781.26,627.07,7378086.7
1597276800.0,2020-08-13,BTCUSD,11570.16,11802.66,11271.18,11794.86,1053.41,12177839.2
1597190400.0,2020-08-12,BTCUSD,11390.71,11627.98,11146.1,11570.16,872.64,10001202.21
1597104000.0,2020-08-11,BTCUSD,11899.59,11942,11123.41,11390.71,1451.47,16757178.03
1597017600.0,2020-08-10,BTCUSD,11692.62,12099.93,11490,11899.59,1334.39,15887106.5
1596931200.0,2020-08-09,BTCUSD,11772,11811.43,11533.64,11692.62,443.39,5170536.03
1596844800.0,2020-08-08,BTCUSD,11612.74,11817.71,11536.81,11772,568.48,6648337.82
1596758400.0,2020-08-07,BTCUSD,11779.6,11915.7,11340,11612.74,1110.62,12947729.32
1596672000.0,2020-08-06,BTCUSD,11759.53,11915.21,11576.59,11779.6,922.19,10851499.05
1596585600.0,2020-08-05,BTCUSD,11192.18,11759.53,11069.42,11759.53,984.95,11349551.17
1596499200.0,2020-08-04,BTCUSD,11237.68,11419.4,11000,11192.18,1249.86,13995298.06
1596412800.0,2020-08-03,BTCUSD,11069.82,11481.64,10938.04,11237.68,1019.22,11475011.24
1596326400.0,2020-08-02,BTCUSD,11818.82,12155,10550,11069.82,2254.23,25484953.72
1596240000.0,2020-08-01,BTCUSD,11354.49,11884.79,11231.83,11818.82,1352.19,15732227.28
1596153600.0,2020-07-31,BTCUSD,11117.08,11460,10972.75,11354.49,897.72,10105825.27
1596067200.0,2020-07-30,BTCUSD,11112.72,11188.54,10836.72,11117.08,744.12,8209648.67
1595980800.0,2020-07-29,BTCUSD,10938.09,11350,10856,11112.72,1154.36,12850332.6
1595894400.0,2020-07-28,BTCUSD,11045.86,11263.06,10581.24,10938.09,1905.81,20915375.56
1595808000.0,2020-07-27,BTCUSD,9940.94,11444.64,9939.25,11045.86,2843.05,30160779.75
1595721600.0,2020-07-26,BTCUSD,9714.82,10210.09,9666.5,9940.94,1251.34,12444869.35
1595635200.0,2020-07-25,BTCUSD,9557.79,9750,9542.53,9714.82,467.06,4507699.66
1595548800.0,2020-07-24,BTCUSD,9622.41,9648.18,9474.47,9557.79,589.94,5639848.47
1595462400.0,2020-07-23,BTCUSD,9536.89,9678.89,9453.67,9622.41,790.2,7548880.65
1595376000.0,2020-07-22,BTCUSD,9396.53,9568,9289,9536.89,569.57,5359484.23
1595289600.0,2020-07-21,BTCUSD,9166.53,9435.99,9158.21,9396.53,655.99,6124962.67
1595203200.0,2020-07-20,BTCUSD,9217.8,9227.93,9135.06,9166.53,381.08,3497266.78
1595116800.0,2020-07-19,BTCUSD,9179.16,9241.61,9110,9217.8,250.48,2295130.06
1595030400.0,2020-07-18,BTCUSD,9159.97,9208.41,9126.45,9179.16,315.45,2892128.14
1594944000.0,2020-07-17,BTCUSD,9134.65,9185.93,9080.01,9159.97,578.23,5287258.12
1594857600.0,2020-07-16,BTCUSD,9193.02,9219.37,9032.51,9134.65,714.36,6523250.27
1594771200.0,2020-07-15,BTCUSD,9256.87,9274,9163.34,9193.02,603.36,5562067.38
1594684800.0,2020-07-14,BTCUSD,9239.26,9283,9088,9256.87,461.41,4252312.52
1594598400.0,2020-07-13,BTCUSD,9300.25,9350,9193.03,9239.26,586.15,5438401.3
1594512000.0,2020-07-12,BTCUSD,9241.42,9350,9156.5,9300.25,365.28,3380814.89
1594425600.0,2020-07-11,BTCUSD,9287,9302.45,9181.32,9241.42,346.45,3201477.47
1594339200.0,2020-07-10,BTCUSD,9242.54,9338,9124.72,9287,515.55,4747930.0
1594252800.0,2020-07-09,BTCUSD,9442.36,9450.75,9155,9242.54,608.88,5667308.19
1594166400.0,2020-07-08,BTCUSD,9260.85,9478.17,9234.43,9442.36,1625.34,15227712.94
1594080000.0,2020-07-07,BTCUSD,9349,9383.5,9192.79,9260.85,693.71,6436096.03
1593993600.0,2020-07-06,BTCUSD,9084.94,9376,9025.99,9349,737.11,6821513.83
1593907200.0,2020-07-05,BTCUSD,9132.58,9147.92,8911.46,9084.94,338.97,3064795.7
1593820800.0,2020-07-04,BTCUSD,9066.15,9198.5,9043.12,9132.58,256.95,2337035.02
1593734400.0,2020-07-03,BTCUSD,9092.32,9129.84,9041.49,9066.15,438.86,3991292.33
1593648000.0,2020-07-02,BTCUSD,9244.37,9272.66,8944.84,9092.32,681.36,6214402.05
1593561600.0,2020-07-01,BTCUSD,9135.04,9298.33,9089.35,9244.37,466.33,4297367.15
1593475200.0,2020-06-30,BTCUSD,9184.09,9206.08,9058.34,9135.04,439.55,4022909.7
1593388800.0,2020-06-29,BTCUSD,9117.33,9230,9017.36,9184.09,515.7,4703122.51
1593302400.0,2020-06-28,BTCUSD,9006.67,9186,8934.32,9117.33,628.16,5686362.73
1593216000.0,2020-06-27,BTCUSD,9157.31,9186.67,8824.24,9006.67,771.8,6978600.56
1593129600.0,2020-06-26,BTCUSD,9249.08,9291.48,9010.67,9157.31,782.9,7178163.64
1593043200.0,2020-06-25,BTCUSD,9286.99,9334.89,8964.36,9249.08,894.75,8244345.89
1592956800.0,2020-06-24,BTCUSD,9625.22,9667.17,9198.41,9286.99,986.18,9264306.62
1592870400.0,2020-06-23,BTCUSD,9690,9720,9573.37,9625.22,594.01,5728903.79
1592784000.0,2020-06-22,BTCUSD,9285,9790,9272.09,9690,896.11,8572048.04
1592697600.0,2020-06-21,BTCUSD,9360.12,9423.89,9255.64,9285,308.49,2883008.42
1592611200.0,2020-06-20,BTCUSD,9302.34,9396.15,9170.52,9360.12,405.16,3767985.08
1592524800.0,2020-06-19,BTCUSD,9383.82,9428.06,9223.67,9302.34,694.76,6473835.52
1592438400.0,2020-06-18,BTCUSD,9458.78,9484.76,9268.13,9383.82,568.48,5340202.58
1592352000.0,2020-06-17,BTCUSD,9532.41,9559.99,9233.71,9458.78,640.4,6031290.18
1592265600.0,2020-06-16,BTCUSD,9431.45,9600,9262,9532.41,708.31,6729964.58
1592179200.0,2020-06-15,BTCUSD,9330.45,9501.31,8890,9431.45,1096.63,10109701.92
1592092800.0,2020-06-14,BTCUSD,9480.17,9480.62,9243.25,9330.45,476.79,4468982.07
1592006400.0,2020-06-13,BTCUSD,9468.45,9493.03,9354.29,9480.17,406.13,3830126.64
1591920000.0,2020-06-12,BTCUSD,9258.57,9558,9233,9468.45,667.29,6281830.48
1591833600.0,2020-06-11,BTCUSD,9895.65,9990,9045.44,9258.57,1452.57,13893992.33
1591747200.0,2020-06-10,BTCUSD,9780.65,10044.67,9663,9895.65,731.97,7200587.66
1591660800.0,2020-06-09,BTCUSD,9791.53,9892,9560,9780.65,815.69,7935104.29
1591574400.0,2020-06-08,BTCUSD,9752,9816,9641.67,9791.53,517.35,5034757.93
1591488000.0,2020-06-07,BTCUSD,9676.62,9818,9350,9752,640.0,6148516.61
1591401600.0,2020-06-06,BTCUSD,9631.36,9740.63,9530,9676.62,391.05,3765700.58
1591315200.0,2020-06-05,BTCUSD,9796.74,9855.3,9590.22,9631.36,806.94,7854331.25
1591228800.0,2020-06-04,BTCUSD,9665.05,9884.41,9463.36,9796.74,738.98,7184595.89
1591142400.0,2020-06-03,BTCUSD,9528.6,9682.62,9389,9665.05,554.71,5298605.69
1591056000.0,2020-06-02,BTCUSD,10212.87,10225,9209.01,9528.6,1415.37,13895616.61
1590969600.0,2020-06-01,BTCUSD,9453.36,10400.53,9420.5,10212.87,1132.58,11167384.98
1590883200.0,2020-05-31,BTCUSD,9700,9701.91,9385,9453.36,633.76,6043045.83
1590796800.0,2020-05-30,BTCUSD,9434,9752.29,9397,9700,509.16,4868080.51
1590710400.0,2020-05-29,BTCUSD,9580.99,9612.85,9336.36,9434,723.27,6838578.12
1590624000.0,2020-05-28,BTCUSD,9200,9639.97,9113.45,9580.99,1142.25,10716943.11
1590537600.0,2020-05-27,BTCUSD,8842.43,9230,8811.13,9200,687.57,6243431.57
1590451200.0,2020-05-26,BTCUSD,8891.85,9012.83,8699.5,8842.43,623.8,5529724.81
1590364800.0,2020-05-25,BTCUSD,8715.24,8978.57,8640,8891.85,715.85,6303312.83
1590278400.0,2020-05-24,BTCUSD,9180.34,9305.69,8690,8715.24,735.7,6643320.3
1590192000.0,2020-05-23,BTCUSD,9172.83,9311,9092.8,9180.34,350.32,3225008.37
1590105600.0,2020-05-22,BTCUSD,9052.49,9277,8910,9172.83,585.11,5332424.37
1590019200.0,2020-05-21,BTCUSD,9513.29,9567,8805,9052.49,1125.24,10317476.13
1589932800.0,2020-05-20,BTCUSD,9781.29,9835,9294.2,9513.29,920.12,8858588.0
1589846400.0,2020-05-19,BTCUSD,9724.77,9899.79,9450,9781.29,1584.59,15334109.62
1589760000.0,2020-05-18,BTCUSD,9678.67,9952.9,9389,9724.77,1333.78,12949247.77
1589673600.0,2020-05-17,BTCUSD,9381.89,9900,9336.87,9678.67,1131.13,10935335.56
1589587200.0,2020-05-16,BTCUSD,9311.82,9580,9217.65,9381.89,1142.34,10734460.25
1589500800.0,2020-05-15,BTCUSD,9795,9848.84,9213.26,9311.82,1739.44,16533160.24
1589414400.0,2020-05-14,BTCUSD,9318.82,9950.14,9263.47,9795,1835.78,17692292.91
1589328000.0,2020-05-13,BTCUSD,8827.64,9421.5,8812.07,9318.82,1397.68,12698633.9
1589241600.0,2020-05-12,BTCUSD,8579.28,8978.21,8542.7,8827.64,1024.79,9017296.58
1589155200.0,2020-05-11,BTCUSD,8745.29,9162.83,8150,8579.28,1875.61,16302286.32
1589068800.0,2020-05-10,BTCUSD,9520,9553.67,8050.62,8745.29,2203.58,19187979.98
1588982400.0,2020-05-09,BTCUSD,9811.63,9920,9501,9520,1353.28,13137820.05
1588896000.0,2020-05-08,BTCUSD,10005.05,10055.8,9726.91,9811.63,1548.69,15368330.36
1588809600.0,2020-05-07,BTCUSD,9158.98,10076.82,9013,10005.05,2450.75,23634146.12
1588723200.0,2020-05-06,BTCUSD,9032.25,9414.37,8921.5,9158.98,2071.83,19047087.26
1588636800.0,2020-05-05,BTCUSD,8889.06,9120,8780,9032.25,1035.42,9258651.61
1588550400.0,2020-05-04,BTCUSD,8902.33,8968.25,8536.17,8889.06,1271.09,11162105.35
1588464000.0,2020-05-03,BTCUSD,8976.84,9212.2,8733.24,8902.33,1114.93,10012092.62
1588377600.0,2020-05-02,BTCUSD,8832.75,9024.48,8768.85,8976.84,652.9,5807122.09
1588291200.0,2020-05-01,BTCUSD,8635.38,9077,8623.53,8832.75,1119.46,9834467.59
1588204800.0,2020-04-30,BTCUSD,8785.06,9480,8403,8635.38,2420.26,21491345.85
1588118400.0,2020-04-29,BTCUSD,7760,8998,7717.97,8785.06,2831.8,23842648.23
1588032000.0,2020-04-28,BTCUSD,7790.02,7798.31,7675.23,7760,592.39,4581823.08
1587945600.0,2020-04-27,BTCUSD,7707,7827,7640.01,7790.02,770.1,5941758.66
1587859200.0,2020-04-26,BTCUSD,7550.2,7712.99,7475,7707,837.52,6377131.77
1587772800.0,2020-04-25,BTCUSD,7510.97,7712,7445.86,7550.2,977.57,7396193.14
1587686400.0,2020-04-24,BTCUSD,7486.4,7607.57,7382,7510.97,733.62,5515241.48
1587600000.0,2020-04-23,BTCUSD,7141.73,7777,7035.01,7486.4,1354.18,10037135.84
1587513600.0,2020-04-22,BTCUSD,6860.91,7169,6830,7141.73,812.87,5732641.47
1587427200.0,2020-04-21,BTCUSD,6844.17,6950.61,6779.16,6860.91,668.98,4594357.94
1587340800.0,2020-04-20,BTCUSD,7126.57,7229.04,6760,6844.17,1040.84,7279406.26
1587254400.0,2020-04-19,BTCUSD,7259.96,7271.02,7064.77,7126.57,583.28,4178232.4
1587168000.0,2020-04-18,BTCUSD,7034.03,7307.39,7022.84,7259.96,806.48,5799190.38
1587081600.0,2020-04-17,BTCUSD,7116.58,7155.14,7000,7034.03,676.17,4782544.12
1586995200.0,2020-04-16,BTCUSD,6622.89,7215.14,6450,7116.58,1898.72,13126974.75
1586908800.0,2020-04-15,BTCUSD,6874.32,6939.54,6606.06,6622.89,1038.68,7018905.0
1586822400.0,2020-04-14,BTCUSD,6863.54,6988,6771.7,6874.32,727.18,5014579.02
1586736000.0,2020-04-13,BTCUSD,6910.4,6910.4,6560,6863.54,1100.69,7431309.72
1586649600.0,2020-04-12,BTCUSD,6891.62,7201,6793.29,6910.4,971.88,6826048.55
1586563200.0,2020-04-11,BTCUSD,6874.28,6954.39,6775,6891.62,550.37,3774179.86
1586476800.0,2020-04-10,BTCUSD,7293.35,7307.39,6751.17,6874.28,1274.29,8869247.07
1586390400.0,2020-04-09,BTCUSD,7370.37,7373.49,7110,7293.35,813.16,5932717.41
1586304000.0,2020-04-08,BTCUSD,7202.7,7430.49,7154.98,7370.37,1123.72,8219649.42
1586217600.0,2020-04-07,BTCUSD,7345.26,7465,7077.77,7202.7,1508.54,11034116.3
1586131200.0,2020-04-06,BTCUSD,6780.93,7365,6775.87,7345.26,1620.4,11499223.66
1586044800.0,2020-04-05,BTCUSD,6875.28,6909.3,6683,6780.93,567.74,3855850.0
1585958400.0,2020-04-04,BTCUSD,6743.39,7030.65,6666.6,6875.28,837.1,5695068.83
1585872000.0,2020-04-03,BTCUSD,6799.87,7060,6611.75,6743.39,1501.98,10269220.48
1585785600.0,2020-04-02,BTCUSD,6664.98,7266.83,6580,6799.87,2099.56,14309103.87
1585699200.0,2020-04-01,BTCUSD,6425.1,6712.47,6160,6664.98,1278.67,8149802.31
1585612800.0,2020-03-31,BTCUSD,6404.95,6529.05,6340,6425.1,907.67,5852282.68
1585526400.0,2020-03-30,BTCUSD,5882,6625,5859.51,6404.95,1670.45,10516269.37
1585440000.0,2020-03-29,BTCUSD,6258.9,6274.13,5870.18,5882,963.43,5842305.29
1585353600.0,2020-03-28,BTCUSD,6363.97,6371.09,6035.46,6258.9,1402.88,8727317.71
1585267200.0,2020-03-27,BTCUSD,6757.79,6864.57,6280,6363.97,1269.3,8451643.36
1585180800.0,2020-03-26,BTCUSD,6694.99,6798.84,6529.33,6757.79,936.69,6233443.65
1585094400.0,2020-03-25,BTCUSD,6772.33,6975,6472.96,6694.99,1332.2,8897048.38
1585008000.0,2020-03-24,BTCUSD,6499.73,6870,6403,6772.33,1678.34,11179349.69
1584921600.0,2020-03-23,BTCUSD,5832.47,6638.98,5690,6499.73,1835.33,11413956.48
1584835200.0,2020-03-22,BTCUSD,6195.21,6410.67,5738.68,5832.47,1251.62,7592945.89
1584748800.0,2020-03-21,BTCUSD,6202.65,6484.72,5863,6195.21,1865.17,11499209.72
1584662400.0,2020-03-20,BTCUSD,6190.66,6932.75,5650,6202.65,3466.87,22117097.76
1584576000.0,2020-03-19,BTCUSD,5410.33,6430,5270,6190.66,2866.19,16891827.88
1584489600.0,2020-03-18,BTCUSD,5347.79,5449.36,5024.97,5410.33,1514.14,7987926.19
1584403200.0,2020-03-17,BTCUSD,5037.25,5580,4937.61,5347.79,1459.72,7766393.97
1584316800.0,2020-03-16,BTCUSD,5345.67,5350.64,4421.67,5037.25,2315.03,11380475.8
1584230400.0,2020-03-15,BTCUSD,5164.44,5950,5000,5345.67,1505.4,8102600.99
1584144000.0,2020-03-14,BTCUSD,5639.89,5675.05,5031.3,5164.44,1363.22,7373905.48
1584057600.0,2020-03-13,BTCUSD,4888.08,5983.12,3910,5639.89,4025.35,20683071.4
1583971200.0,2020-03-12,BTCUSD,7943.57,7968.2,4535,4888.08,4540.95,27924193.74
1583884800.0,2020-03-11,BTCUSD,7888.47,7993.98,7584.52,7943.57,899.19,7019405.52
1583798400.0,2020-03-10,BTCUSD,7929.15,8157.16,7730.09,7888.47,1204.29,9592266.87
1583712000.0,2020-03-09,BTCUSD,8040.04,8179.35,7000,7929.15,1909.17,15053706.65
1583625600.0,2020-03-08,BTCUSD,8901.47,8901.47,8002,8040.04,1048.58,8826339.63
1583539200.0,2020-03-07,BTCUSD,9156,9212,8850,8901.47,470.23,4243535.06
1583452800.0,2020-03-06,BTCUSD,9073.37,9182.09,9000,9156,497.2,4523663.01
1583366400.0,2020-03-05,BTCUSD,8767.87,9176.39,8767.86,9073.37,767.14,6916230.69
1583280000.0,2020-03-04,BTCUSD,8757.59,8848,8671.87,8767.87,617.93,5412951.22
1583193600.0,2020-03-03,BTCUSD,8917.85,8917.85,8662.99,8757.59,533.78,4687218.54
1583107200.0,2020-03-02,BTCUSD,8528.93,8971.1,8492.39,8917.85,655.31,5739611.57
1583020800.0,2020-03-01,BTCUSD,8528.39,8760,8412.5,8528.93,544.6,4659635.81
1582934400.0,2020-02-29,BTCUSD,8694.12,8802.39,8528.39,8528.39,330.13,2861207.87
1582848000.0,2020-02-28,BTCUSD,8804.32,8900.51,8432.31,8694.12,888.33,7697610.72
1582761600.0,2020-02-27,BTCUSD,8796.65,8972.7,8529.9,8804.32,804.39,7068623.39
1582675200.0,2020-02-26,BTCUSD,9304.25,9365.22,8554,8796.65,1285.94,11526905.79
1582588800.0,2020-02-25,BTCUSD,9667.47,9679.99,9244.44,9304.25,672.73,6347515.41
1582502400.0,2020-02-24,BTCUSD,9976.68,10020,9485.12,9667.47,802.34,7790454.63
1582416000.0,2020-02-23,BTCUSD,9669.56,10023.31,9664.37,9976.68,419.82,4151741.17
1582329600.0,2020-02-22,BTCUSD,9699.22,9725,9574.56,9669.56,368.79,3564175.98
1582243200.0,2020-02-21,BTCUSD,9608.95,9792.13,9578.08,9699.22,604.45,5862547.34
1582156800.0,2020-02-20,BTCUSD,9600.18,9691.11,9410,9608.95,740.77,7092397.55
1582070400.0,2020-02-19,BTCUSD,10186.58,10300,9200.63,9600.18,961.84,9518486.87
1581984000.0,2020-02-18,BTCUSD,9705.41,10278.57,9622.16,10186.58,851.49,8464798.22
